,duration,object,caption,prob
831,831,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
832,832,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
833,833,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
834,834,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
835,835,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
836,836,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
837,837,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
838,838,cup_0.87;potted plant_0.93;couch_0.70;bottle_0.89;refrigerator_0.77;cow_0.64;bed_0.54;vase_0.97,a woman sitting on a couch holding a wii remote .,0.000482
839,839,cup_0.87;potted plant_0.93;couch_0.70;bottle_0.89;refrigerator_0.77;cow_0.64;bed_0.54;vase_0.97,a woman sitting on a couch holding a wii remote .,0.000482
840,840,cup_0.87;potted plant_0.93;couch_0.70;bottle_0.89;refrigerator_0.77;cow_0.64;bed_0.54;vase_0.97,a woman sitting on a couch holding a wii remote .,0.000482
841,841,couch_0.66;bottle_0.96;chair_0.56;bed_0.73,a man and a woman sitting at a table .,0.000152
842,842,couch_0.66;bottle_0.96;chair_0.56;bed_0.73,a man and a woman sitting at a table .,0.000152
843,843,couch_0.59;bottle_0.89;refrigerator_0.73;vase_0.93;potted plant_0.85,a woman sitting on a couch holding a cell phone .,0.000528
844,844,couch_0.87;bottle_0.96;horse_0.36;chair_0.53;potted plant_0.39,a man holding a glass of wine in his hand .,0.000247
845,845,couch_0.87;bottle_0.96;horse_0.36;chair_0.53;potted plant_0.39,a man holding a glass of wine in his hand .,0.000247
846,846,couch_0.87;bottle_0.96;horse_0.36;chair_0.53;potted plant_0.39,a man holding a glass of wine in his hand .,0.000247
847,847,couch_0.87;bottle_0.96;horse_0.36;chair_0.53;potted plant_0.39,a man holding a glass of wine in his hand .,0.000247
848,848,couch_0.87;bottle_0.96;horse_0.36;chair_0.53;potted plant_0.39,a man holding a glass of wine in his hand .,0.000247
849,849,couch_0.87;bottle_0.96;horse_0.36;chair_0.53;potted plant_0.39,a man holding a glass of wine in his hand .,0.000247
850,850,couch_0.87;bottle_0.96;horse_0.36;chair_0.53;potted plant_0.39,a man holding a glass of wine in his hand .,0.000247
851,851,couch_0.87;bottle_0.96;horse_0.36;chair_0.53;potted plant_0.39,a man holding a glass of wine in his hand .,0.000247
852,852,cup_0.71;potted plant_0.91;couch_0.71;umbrella_0.49;bottle_0.85;chair_0.44;refrigerator_0.79;vase_0.93,a woman sitting on a couch holding a wii remote .,0.000578
853,853,cup_0.71;potted plant_0.91;couch_0.71;umbrella_0.49;bottle_0.85;chair_0.44;refrigerator_0.79;vase_0.93,a woman sitting on a couch holding a wii remote .,0.000578
854,854,couch_0.38;tie_0.99;traffic light_0.69;bed_0.99,a woman standing in a room with a bed .,0.000241
855,855,couch_0.38;tie_0.99;traffic light_0.69;bed_0.99,a woman standing in a room with a bed .,0.000241
856,856,couch_0.38;tie_0.99;traffic light_0.69;bed_0.99,a woman standing in a room with a bed .,0.000241
857,857,couch_0.38;tie_0.99;traffic light_0.69;bed_0.99,a woman standing in a room with a bed .,0.000241
858,858,couch_0.38;tie_0.99;traffic light_0.69;bed_0.99,a woman standing in a room with a bed .,0.000241
859,859,couch_0.38;tie_0.99;traffic light_0.69;bed_0.99,a woman standing in a room with a bed .,0.000241
860,860,couch_0.38;tie_0.99;traffic light_0.69;bed_0.99,a woman standing in a room with a bed .,0.000241
861,861,couch_0.38;tie_0.99;traffic light_0.69;bed_0.99,a woman standing in a room with a bed .,0.000241
862,862,couch_0.38;tie_0.99;traffic light_0.69;bed_0.99,a woman standing in a room with a bed .,0.000241
863,863,couch_0.38;tie_0.99;traffic light_0.69;bed_0.99,a woman standing in a room with a bed .,0.000241
864,864,couch_0.38;tie_0.99;traffic light_0.69;bed_0.99,a woman standing in a room with a bed .,0.000241
865,865,tv_0.38;tie_0.43;spoon_0.38,a man and a woman standing next to each other .,0.000477
866,866,tv_0.38;tie_0.43;spoon_0.38,a man and a woman standing next to each other .,0.000477
867,867,tv_0.38;tie_0.43;spoon_0.38,a man and a woman standing next to each other .,0.000477
868,868,tv_0.38;tie_0.43;spoon_0.38,a man and a woman standing next to each other .,0.000477
869,869,tv_0.38;tie_0.43;spoon_0.38,a man and a woman standing next to each other .,0.000477
870,870,tv_0.38;tie_0.43;spoon_0.38,a man and a woman standing next to each other .,0.000477
871,871,tv_0.38;tie_0.43;spoon_0.38,a man and a woman standing next to each other .,0.000477
872,872,tie_1.00,a man and a woman standing next to each other .,0.001492
873,873,tie_1.00,a man and a woman standing next to each other .,0.001492
874,874,tie_1.00,a man and a woman standing next to each other .,0.001492
875,875,tie_0.59,a man and a woman standing next to each other .,0.001774
876,876,tie_0.59,a man and a woman standing next to each other .,0.001774
877,877,tie_0.92,a man and a woman standing next to each other .,0.002583
878,878,tv_0.54;spoon_0.39,a couple of people standing next to each other .,0.002494
879,879,tie_1.00,a man in a suit and tie standing in a room .,0.000195
880,880,tie_1.00,a man in a suit and tie standing in a room .,0.000195
881,881,tie_1.00,a man in a suit and tie standing in a room .,0.000195
882,882,tie_1.00,a man in a suit and tie standing in a room .,0.000195
883,883,tv_0.52;tie_0.41,a man and a woman standing next to each other .,0.001213
884,884,tv_0.52;tie_0.41,a man and a woman standing next to each other .,0.001213
885,885,tv_0.52;tie_0.41,a man and a woman standing next to each other .,0.001213
886,886,tv_0.52;tie_0.41,a man and a woman standing next to each other .,0.001213
887,887,tv_0.52;tie_0.41,a man and a woman standing next to each other .,0.001213
888,888,dining table_0.66;potted plant_0.71;couch_0.52;tie_0.97;bed_0.84;vase_0.57,a man and a woman standing next to each other .,0.002996
889,889,dining table_0.66;potted plant_0.71;couch_0.52;tie_0.97;bed_0.84;vase_0.57,a man and a woman standing next to each other .,0.002996
890,890,dining table_0.66;potted plant_0.71;couch_0.52;tie_0.97;bed_0.84;vase_0.57,a man and a woman standing next to each other .,0.002996
891,891,dining table_0.66;potted plant_0.71;couch_0.52;tie_0.97;bed_0.84;vase_0.57,a man and a woman standing next to each other .,0.002996
892,892,tv_0.97,a woman standing in front of a mirror in a room .,0.000294
893,893,tv_0.97,a woman standing in front of a mirror in a room .,0.000294
894,894,tie_0.99;bed_0.48,a man in a suit and tie standing in a room .,0.000675
895,895,traffic light_0.57;tie_0.99;bed_0.99,a man and a woman standing in a room .,0.00087
896,896,traffic light_0.57;tie_0.99;bed_0.99,a man and a woman standing in a room .,0.00087
897,897,potted plant_0.56;remote_0.72;book_0.78;tie_0.94;chair_0.99;bed_1.00,a woman standing in front of a bed in a bedroom .,0.000327
898,898,potted plant_0.56;remote_0.72;book_0.78;tie_0.94;chair_0.99;bed_1.00,a woman standing in front of a bed in a bedroom .,0.000327
899,899,potted plant_0.56;remote_0.72;book_0.78;tie_0.94;chair_0.99;bed_1.00,a woman standing in front of a bed in a bedroom .,0.000327
900,900,potted plant_0.56;remote_0.72;book_0.78;tie_0.94;chair_0.99;bed_1.00,a woman standing in front of a bed in a bedroom .,0.000327
901,901,handbag_0.35;potted plant_0.45;book_0.68;tie_0.99;chair_0.45;suitcase_0.62;cell phone_0.84;bowl_0.49,a man in a suit and tie standing in a room .,0.00091
902,902,handbag_0.35;potted plant_0.45;book_0.68;tie_0.99;chair_0.45;suitcase_0.62;cell phone_0.84;bowl_0.49,a man in a suit and tie standing in a room .,0.00091
903,903,handbag_0.35;potted plant_0.45;book_0.68;tie_0.99;chair_0.45;suitcase_0.62;cell phone_0.84;bowl_0.49,a man in a suit and tie standing in a room .,0.00091
904,904,handbag_0.35;potted plant_0.45;book_0.68;tie_0.99;chair_0.45;suitcase_0.62;cell phone_0.84;bowl_0.49,a man in a suit and tie standing in a room .,0.00091
905,905,handbag_0.35;potted plant_0.45;book_0.68;tie_0.99;chair_0.45;suitcase_0.62;cell phone_0.84;bowl_0.49,a man in a suit and tie standing in a room .,0.00091
906,906,handbag_0.35;potted plant_0.45;book_0.68;tie_0.99;chair_0.45;suitcase_0.62;cell phone_0.84;bowl_0.49,a man in a suit and tie standing in a room .,0.00091
907,907,handbag_0.35;potted plant_0.45;book_0.68;tie_0.99;chair_0.45;suitcase_0.62;cell phone_0.84;bowl_0.49,a man in a suit and tie standing in a room .,0.00091
908,908,handbag_0.35;potted plant_0.45;book_0.68;tie_0.99;chair_0.45;suitcase_0.62;cell phone_0.84;bowl_0.49,a man in a suit and tie standing in a room .,0.00091
909,909,handbag_0.35;potted plant_0.45;book_0.68;tie_0.99;chair_0.45;suitcase_0.62;cell phone_0.84;bowl_0.49,a man in a suit and tie standing in a room .,0.00091
910,910,,a woman in a white dress standing in a room .,8.00E-05
911,911,,a woman in a white dress standing in a room .,8.00E-05
912,912,suitcase_0.44;tie_1.00;chair_0.70;vase_0.57;fork_0.49,a man in a suit and tie standing in a room .,0.00092
913,913,suitcase_0.44;tie_1.00;chair_0.70;vase_0.57;fork_0.49,a man in a suit and tie standing in a room .,0.00092
914,914,suitcase_0.44;tie_1.00;chair_0.70;vase_0.57;fork_0.49,a man in a suit and tie standing in a room .,0.00092
915,915,suitcase_0.44;tie_1.00;chair_0.70;vase_0.57;fork_0.49,a man in a suit and tie standing in a room .,0.00092
916,916,suitcase_0.44;tie_1.00;chair_0.70;vase_0.57;fork_0.49,a man in a suit and tie standing in a room .,0.00092
917,917,cell phone_0.39;vase_0.98;potted plant_0.90,a woman standing in front of a mirror in a bathroom .,0.000276
918,918,cell phone_0.39;vase_0.98;potted plant_0.90,a woman standing in front of a mirror in a bathroom .,0.000276
919,919,cell phone_0.39;vase_0.98;potted plant_0.90,a woman standing in front of a mirror in a bathroom .,0.000276
920,920,cell phone_0.39;vase_0.98;potted plant_0.90,a woman standing in front of a mirror in a bathroom .,0.000276
921,921,potted plant_0.67;bottle_0.83;tie_0.99;bed_0.99;clock_0.42;vase_0.81,a man and a woman standing in a living room .,0.000337
922,922,potted plant_0.67;bottle_0.83;tie_0.99;bed_0.99;clock_0.42;vase_0.81,a man and a woman standing in a living room .,0.000337
923,923,potted plant_0.67;bottle_0.83;tie_0.99;bed_0.99;clock_0.42;vase_0.81,a man and a woman standing in a living room .,0.000337
924,924,potted plant_0.67;bottle_0.83;tie_0.99;bed_0.99;clock_0.42;vase_0.81,a man and a woman standing in a living room .,0.000337
925,925,book_0.53;tie_1.00,a man and a woman standing in a room .,0.000217
926,926,book_0.53;tie_1.00,a man and a woman standing in a room .,0.000217
927,927,book_0.53;tie_1.00,a man and a woman standing in a room .,0.000217
928,928,book_0.53;tie_1.00,a man and a woman standing in a room .,0.000217
929,929,remote_0.81;chair_0.35;vase_0.98;bird_0.69,a woman holding a nintendo wii game controller .,0.003807
930,930,remote_0.81;chair_0.35;vase_0.98;bird_0.69,a woman holding a nintendo wii game controller .,0.003807
931,931,remote_0.81;chair_0.35;vase_0.98;bird_0.69,a woman holding a nintendo wii game controller .,0.003807
932,932,tv_0.91;donut_0.89,a man holding a nintendo wii game controller .,0.006152
933,933,tv_0.91;donut_0.89,a man holding a nintendo wii game controller .,0.006152
934,934,tv_0.91;donut_0.89,a man holding a nintendo wii game controller .,0.006152
935,935,tv_0.91;donut_0.89,a man holding a nintendo wii game controller .,0.006152
936,936,tv_0.91;donut_0.89,a man holding a nintendo wii game controller .,0.006152
937,937,bottle_0.50;potted plant_0.73,a man and a woman playing a video game .,0.000909
938,938,bottle_0.50;potted plant_0.73,a man and a woman playing a video game .,0.000909
939,939,bottle_0.50;potted plant_0.73,a man and a woman playing a video game .,0.000909
940,940,bottle_0.50;potted plant_0.73,a man and a woman playing a video game .,0.000909
941,941,tv_0.41;book_0.50,a man is playing a video game in a living room .,0.000124
942,942,tv_0.41;book_0.50,a man is playing a video game in a living room .,0.000124
943,943,tv_0.41;book_0.50,a man is playing a video game in a living room .,0.000124
944,944,tv_0.41;book_0.50,a man is playing a video game in a living room .,0.000124
945,945,tv_0.41;book_0.50,a man is playing a video game in a living room .,0.000124
946,946,bottle_0.63;chair_0.50,a woman is playing a video game in a living room .,7.90E-05
947,947,bottle_0.63;chair_0.50,a woman is playing a video game in a living room .,7.90E-05
948,948,tv_0.51;cake_0.35;tie_0.98,a woman holding a nintendo wii game controller .,0.005921
949,949,tv_0.51;cake_0.35;tie_0.98,a woman holding a nintendo wii game controller .,0.005921
950,950,tv_0.51;cake_0.35;tie_0.98,a woman holding a nintendo wii game controller .,0.005921
951,951,cup_0.58;knife_0.69;potted plant_0.69;bottle_0.59;bed_0.99;bowl_0.51;vase_0.94,a man and woman standing in a room .,0.00065
952,952,cup_0.58;knife_0.69;potted plant_0.69;bottle_0.59;bed_0.99;bowl_0.51;vase_0.94,a man and woman standing in a room .,0.00065
953,953,cup_0.58;knife_0.69;potted plant_0.69;bottle_0.59;bed_0.99;bowl_0.51;vase_0.94,a man and woman standing in a room .,0.00065
954,954,cup_0.58;knife_0.69;potted plant_0.69;bottle_0.59;bed_0.99;bowl_0.51;vase_0.94,a man and woman standing in a room .,0.00065
955,955,cup_0.58;knife_0.69;potted plant_0.69;bottle_0.59;bed_0.99;bowl_0.51;vase_0.94,a man and woman standing in a room .,0.00065
956,956,clock_0.65,a woman standing next to a woman in a kitchen .,0.000178
957,957,clock_0.65,a woman standing next to a woman in a kitchen .,0.000178
958,958,clock_0.65,a woman standing next to a woman in a kitchen .,0.000178
959,959,clock_0.65,a woman standing next to a woman in a kitchen .,0.000178
960,960,,a woman in a white dress and a man in a bathroom,0
961,961,,a woman in a white dress and a man in a bathroom,0
962,962,,a woman in a red dress is talking on a cell phone .,1.40E-05
963,963,,a woman in a red dress is talking on a cell phone .,1.40E-05
964,964,,a woman in a red dress is talking on a cell phone .,1.40E-05
965,965,tv_0.49;book_0.72;tie_0.97;bed_0.97,a man in a suit and tie sitting in a chair .,0.000387
966,966,tv_0.49;book_0.72;tie_0.97;bed_0.97,a man in a suit and tie sitting in a chair .,0.000387
967,967,book_0.51;vase_0.45;potted plant_0.69,a woman and a man standing next to each other .,0.000939
968,968,book_0.51;vase_0.45;potted plant_0.69,a woman and a man standing next to each other .,0.000939
969,969,book_0.51;vase_0.45;potted plant_0.69,a woman and a man standing next to each other .,0.000939
970,970,dining table_0.70;potted plant_0.93;tv_0.84;bottle_0.94;chair_0.94;refrigerator_1.00,a man sitting at a table in a restaurant .,0.000232
971,971,cup_0.97;dining table_0.85;oven_0.93;bottle_0.98;chair_0.98;sandwich_0.78,a man sitting at a table with a plate of food .,0.002951
972,972,cup_0.97;dining table_0.85;oven_0.93;bottle_0.98;chair_0.98;sandwich_0.78,a man sitting at a table with a plate of food .,0.002951
973,973,cup_0.97;dining table_0.85;oven_0.93;bottle_0.98;chair_0.98;sandwich_0.78,a man sitting at a table with a plate of food .,0.002951
974,974,cup_0.97;dining table_0.85;oven_0.93;bottle_0.98;chair_0.98;sandwich_0.78,a man sitting at a table with a plate of food .,0.002951
975,975,potted plant_0.99;dining table_0.46;sink_0.61;oven_1.00;wine glass_0.59;bottle_0.92;book_0.57;chair_1.00;refrigerator_1.00;clock_0.92,a man standing in front of a refrigerator .,0.00152
976,976,potted plant_0.99;dining table_0.46;sink_0.61;oven_1.00;wine glass_0.59;bottle_0.92;book_0.57;chair_1.00;refrigerator_1.00;clock_0.92,a man standing in front of a refrigerator .,0.00152
977,977,potted plant_0.99;dining table_0.46;sink_0.61;oven_1.00;wine glass_0.59;bottle_0.92;book_0.57;chair_1.00;refrigerator_1.00;clock_0.92,a man standing in front of a refrigerator .,0.00152
978,978,cup_0.97;handbag_0.42;oven_0.99;hot dog_0.46;backpack_0.48;spoon_0.98;bottle_0.99;chair_0.97;sandwich_0.64;bowl_0.51,a man is eating a doughnut in a store .,6.10E-05
979,979,cup_0.97;handbag_0.42;oven_0.99;hot dog_0.46;backpack_0.48;spoon_0.98;bottle_0.99;chair_0.97;sandwich_0.64;bowl_0.51,a man is eating a doughnut in a store .,6.10E-05
980,980,cup_0.97;handbag_0.42;oven_0.99;hot dog_0.46;backpack_0.48;spoon_0.98;bottle_0.99;chair_0.97;sandwich_0.64;bowl_0.51,a man is eating a doughnut in a store .,6.10E-05
981,981,cup_0.91;potted plant_0.79;cake_0.69;book_0.54;chair_0.74;refrigerator_0.70;vase_0.90,a woman standing in front of a refrigerator .,0.000272
982,982,cup_0.91;potted plant_0.79;cake_0.69;book_0.54;chair_0.74;refrigerator_0.70;vase_0.90,a woman standing in front of a refrigerator .,0.000272
983,983,cup_0.91;potted plant_0.79;cake_0.69;book_0.54;chair_0.74;refrigerator_0.70;vase_0.90,a woman standing in front of a refrigerator .,0.000272
984,984,cup_0.91;potted plant_0.79;cake_0.69;book_0.54;chair_0.74;refrigerator_0.70;vase_0.90,a woman standing in front of a refrigerator .,0.000272
985,985,cup_0.91;potted plant_0.79;cake_0.69;book_0.54;chair_0.74;refrigerator_0.70;vase_0.90,a woman standing in front of a refrigerator .,0.000272
986,986,cup_0.82;sandwich_0.62;potted plant_0.47;oven_0.99;hot dog_0.58;spoon_0.62;bottle_0.99;cake_0.40;chair_0.92;donut_0.63,a man holding a hot dog on a bun .,0.00014
987,987,cup_0.82;sandwich_0.62;potted plant_0.47;oven_0.99;hot dog_0.58;spoon_0.62;bottle_0.99;cake_0.40;chair_0.92;donut_0.63,a man holding a hot dog on a bun .,0.00014
988,988,cup_0.82;sandwich_0.62;potted plant_0.47;oven_0.99;hot dog_0.58;spoon_0.62;bottle_0.99;cake_0.40;chair_0.92;donut_0.63,a man holding a hot dog on a bun .,0.00014
989,989,chair_0.59;refrigerator_0.78;vase_0.84;potted plant_0.76,a woman standing in front of a refrigerator .,0.000721
990,990,chair_0.59;refrigerator_0.78;vase_0.84;potted plant_0.76,a woman standing in front of a refrigerator .,0.000721
991,991,chair_0.59;refrigerator_0.78;vase_0.84;potted plant_0.76,a woman standing in front of a refrigerator .,0.000721
992,992,chair_0.59;refrigerator_0.78;vase_0.84;potted plant_0.76,a woman standing in front of a refrigerator .,0.000721
993,993,cup_0.96;sandwich_0.70;potted plant_0.38;oven_0.99;hot dog_0.59;bottle_0.99;chair_0.89;donut_0.39,a man is holding a doughnut in his hand .,8.80E-05
994,994,cup_0.96;sandwich_0.70;potted plant_0.38;oven_0.99;hot dog_0.59;bottle_0.99;chair_0.89;donut_0.39,a man is holding a doughnut in his hand .,8.80E-05
995,995,cup_0.96;sandwich_0.70;potted plant_0.38;oven_0.99;hot dog_0.59;bottle_0.99;chair_0.89;donut_0.39,a man is holding a doughnut in his hand .,8.80E-05
996,996,dining table_0.46;potted plant_0.83;hot dog_0.60;bottle_0.93;chair_0.77;refrigerator_1.00;cow_0.36;sandwich_0.52;clock_0.41,a group of people standing around a table .,0.000701
997,997,dining table_0.46;potted plant_0.83;hot dog_0.60;bottle_0.93;chair_0.77;refrigerator_1.00;cow_0.36;sandwich_0.52;clock_0.41,a group of people standing around a table .,0.000701
998,998,dining table_0.46;potted plant_0.83;hot dog_0.60;bottle_0.93;chair_0.77;refrigerator_1.00;cow_0.36;sandwich_0.52;clock_0.41,a group of people standing around a table .,0.000701
999,999,cup_0.96;oven_0.80;bottle_0.98;chair_0.94;sandwich_0.92;handbag_0.36,a man holding a box of donuts in front of him .,2.20E-05
1000,1000,cup_0.96;oven_0.80;bottle_0.98;chair_0.94;sandwich_0.92;handbag_0.36,a man holding a box of donuts in front of him .,2.20E-05
1001,1001,chair_0.60;refrigerator_0.73;vase_0.87;potted plant_0.74,a woman standing in front of a refrigerator .,0.00045
1002,1002,chair_0.60;refrigerator_0.73;vase_0.87;potted plant_0.74,a woman standing in front of a refrigerator .,0.00045
1003,1003,cup_0.95;oven_0.93;bottle_0.98;chair_0.93;sandwich_0.68;handbag_0.35,a man holding a bottle of beer in his hand .,0.000131
1004,1004,bed_0.98,a man laying on a bed with a laptop .,0.000124
1005,1005,bed_0.98,a man laying on a bed with a laptop .,0.000124
1006,1006,bed_0.98,a man laying on a bed with a laptop .,0.000124
1007,1007,teddy bear_0.79;book_0.53;tie_1.00;chair_0.51,a man in a suit and tie standing in a room .,0.000366
1008,1008,teddy bear_0.79;book_0.53;tie_1.00;chair_0.51,a man in a suit and tie standing in a room .,0.000366
1009,1009,teddy bear_0.79;book_0.53;tie_1.00;chair_0.51,a man in a suit and tie standing in a room .,0.000366
1010,1010,tie_0.99,a woman standing in front of a mirror in a bathroom .,0.000853
1011,1011,tie_0.99,a woman standing in front of a mirror in a bathroom .,0.000853
1012,1012,bed_0.63,a woman standing in a room with a red tie .,2.30E-05
1013,1013,bed_0.63,a woman standing in a room with a red tie .,2.30E-05
1014,1014,tie_0.99,a group of people standing next to each other .,0.000714
1015,1015,tie_0.99,a group of people standing next to each other .,0.000714
1016,1016,tie_0.99,a group of people standing next to each other .,0.000714
1017,1017,tie_0.99,a group of people standing next to each other .,0.000714
1018,1018,tie_0.99,a group of people standing next to each other .,0.000714
1019,1019,tie_1.00;bed_0.57,a man in a suit and tie standing in a kitchen .,0.000203
1020,1020,tie_1.00;bed_0.57,a man in a suit and tie standing in a kitchen .,0.000203
1021,1021,tie_0.65;bed_0.42,a couple of women standing next to each other .,0.006801
1022,1022,tie_0.65;bed_0.42,a couple of women standing next to each other .,0.006801
1023,1023,tie_0.65;bed_0.42,a couple of women standing next to each other .,0.006801
1024,1024,couch_0.45;train_0.43;vase_0.98;potted plant_0.88,a couple of women standing next to each other .,0.00284
1025,1025,couch_0.45;train_0.43;vase_0.98;potted plant_0.88,a couple of women standing next to each other .,0.00284
1026,1026,couch_0.45;train_0.43;vase_0.98;potted plant_0.88,a couple of women standing next to each other .,0.00284
1027,1027,couch_0.45;train_0.43;vase_0.98;potted plant_0.88,a couple of women standing next to each other .,0.00284
1028,1028,tie_0.37;refrigerator_0.49,a couple of women standing next to each other .,0.007488
1029,1029,tie_0.37;refrigerator_0.49,a couple of women standing next to each other .,0.007488
1030,1030,tie_0.37;refrigerator_0.49,a couple of women standing next to each other .,0.007488
1031,1031,tie_0.37;refrigerator_0.49,a couple of women standing next to each other .,0.007488
1032,1032,tie_0.37;refrigerator_0.49,a couple of women standing next to each other .,0.007488
1033,1033,tie_1.00;sports ball_0.97;refrigerator_0.76,a man and a woman posing for a picture .,0.001149
1034,1034,tie_1.00;sports ball_0.97;refrigerator_0.76,a man and a woman posing for a picture .,0.001149
1035,1035,tie_1.00;sports ball_0.97;refrigerator_0.76,a man and a woman posing for a picture .,0.001149
1036,1036,cup_0.48;potted plant_0.50;dining table_0.41;couch_0.98;bottle_0.49;book_0.49;chair_1.00;refrigerator_1.00;bed_0.81;vase_0.90,a woman standing in a living room next to a couch .,0.000306
1037,1037,cup_0.48;potted plant_0.50;dining table_0.41;couch_0.98;bottle_0.49;book_0.49;chair_1.00;refrigerator_1.00;bed_0.81;vase_0.90,a woman standing in a living room next to a couch .,0.000306
1038,1038,cup_0.84;sink_0.52;hot dog_0.37;bottle_0.95;bowl_0.75;vase_0.69,a woman in a dress holding a cell phone .,3.10E-05
1039,1039,cup_0.84;sink_0.52;hot dog_0.37;bottle_0.95;bowl_0.75;vase_0.69,a woman in a dress holding a cell phone .,3.10E-05
1040,1040,cup_0.84;sink_0.52;hot dog_0.37;bottle_0.95;bowl_0.75;vase_0.69,a woman in a dress holding a cell phone .,3.10E-05
1041,1041,cup_0.84;sink_0.52;hot dog_0.37;bottle_0.95;bowl_0.75;vase_0.69,a woman in a dress holding a cell phone .,3.10E-05
1042,1042,book_0.64;tie_1.00,a man in a suit and tie standing in a room .,0.000577
1043,1043,book_0.64;tie_1.00,a man in a suit and tie standing in a room .,0.000577
1044,1044,bottle_0.92;bowl_0.68;refrigerator_0.50;cup_0.92;sink_0.45,a woman standing in a kitchen holding a bottle of wine .,9.60E-05
1045,1045,bottle_0.92;bowl_0.68;refrigerator_0.50;cup_0.92;sink_0.45,a woman standing in a kitchen holding a bottle of wine .,9.60E-05
1046,1046,bottle_0.92;bowl_0.68;refrigerator_0.50;cup_0.92;sink_0.45,a woman standing in a kitchen holding a bottle of wine .,9.60E-05
1047,1047,potted plant_0.82;book_0.67;tie_0.95;chair_0.95;handbag_0.47;vase_0.90,a woman and a man standing next to each other .,0.0007
1048,1048,potted plant_0.82;book_0.67;tie_0.95;chair_0.95;handbag_0.47;vase_0.90,a woman and a man standing next to each other .,0.0007
1049,1049,potted plant_0.82;book_0.67;tie_0.95;chair_0.95;handbag_0.47;vase_0.90,a woman and a man standing next to each other .,0.0007
1050,1050,potted plant_0.82;book_0.67;tie_0.95;chair_0.95;handbag_0.47;vase_0.90,a woman and a man standing next to each other .,0.0007
1051,1051,potted plant_0.82;book_0.67;tie_0.95;chair_0.95;handbag_0.47;vase_0.90,a woman and a man standing next to each other .,0.0007
1052,1052,bottle_0.96;bowl_0.45;vase_0.63;cup_0.93;sink_0.78,a woman standing in a kitchen preparing food .,0.002522
1053,1053,bottle_0.96;bowl_0.45;vase_0.63;cup_0.93;sink_0.78,a woman standing in a kitchen preparing food .,0.002522
1054,1054,chair_0.96;refrigerator_0.42;vase_0.92;potted plant_0.62,a woman sitting at a table with a glass of wine .,0.000371
1055,1055,potted plant_0.75;dining table_0.95;tv_0.98;bottle_0.47;book_0.56;chair_0.98;tie_0.86;refrigerator_0.43,a group of people standing around a table .,0.002261
1056,1056,potted plant_0.75;dining table_0.95;tv_0.98;bottle_0.47;book_0.56;chair_0.98;tie_0.86;refrigerator_0.43,a group of people standing around a table .,0.002261
1057,1057,cup_0.86;potted plant_0.83;knife_0.41;microwave_0.42;tv_0.99;keyboard_0.59;suitcase_0.40;handbag_0.44,a woman sitting on a couch with a laptop .,4.50E-05
1058,1058,cup_0.86;potted plant_0.83;knife_0.41;microwave_0.42;tv_0.99;keyboard_0.59;suitcase_0.40;handbag_0.44,a woman sitting on a couch with a laptop .,4.50E-05
1059,1059,cup_0.86;potted plant_0.83;knife_0.41;microwave_0.42;tv_0.99;keyboard_0.59;suitcase_0.40;handbag_0.44,a woman sitting on a couch with a laptop .,4.50E-05
1060,1060,cup_0.86;potted plant_0.83;knife_0.41;microwave_0.42;tv_0.99;keyboard_0.59;suitcase_0.40;handbag_0.44,a woman sitting on a couch with a laptop .,4.50E-05
1061,1061,cup_0.86;potted plant_0.83;knife_0.41;microwave_0.42;tv_0.99;keyboard_0.59;suitcase_0.40;handbag_0.44,a woman sitting on a couch with a laptop .,4.50E-05
1062,1062,cup_0.86;potted plant_0.83;knife_0.41;microwave_0.42;tv_0.99;keyboard_0.59;suitcase_0.40;handbag_0.44,a woman sitting on a couch with a laptop .,4.50E-05
1063,1063,cup_0.86;potted plant_0.83;knife_0.41;microwave_0.42;tv_0.99;keyboard_0.59;suitcase_0.40;handbag_0.44,a woman sitting on a couch with a laptop .,4.50E-05
1064,1064,cup_0.86;potted plant_0.83;knife_0.41;microwave_0.42;tv_0.99;keyboard_0.59;suitcase_0.40;handbag_0.44,a woman sitting on a couch with a laptop .,4.50E-05
1065,1065,tie_1.00;remote_0.86,a group of men standing next to each other .,0.003516
1066,1066,tie_1.00;remote_0.86,a group of men standing next to each other .,0.003516
1067,1067,potted plant_0.82;dining table_0.90;couch_0.39;tv_0.98;book_0.76;tie_0.67;chair_0.98,a group of people sitting around a wooden table .,0.003109
